ID,use.,dispersule,seeds.per.disp,morphological.unit,chemical.unit,Species,species.alt,code,accept.code,family,group,nat.inv,year,germ.perc,dorm.perc,seed.mass.1000,tot.wgt.g,n.seeds,lat,long,ele.m,Location.Notes,orig.acc,site,type,mega.comp,microbe.rob,notes,AI
MCL-EE-28,,,,,,Gilia capitata,,GILCAP,GICA5,Polemoniaceae,forb,native,2018,NA,NA,NA,NA,NA,NA,NA,NA,,,MCL-EE,wild,,,have another acc,NA
MCL-ML-9,both,,1,seed,seed,Gilia capitata,,GILCAP,GICA5,Polemoniaceae,forb,native,2016,NA,NA,NA,0.2906,NA,38.87036085,-122.4277015,675,location approximate,,MCL-ML,wild,,,,0.5647
SS-21,,,,,,Gilia capitata,,GILCAP,GICA5,Polemoniaceae,forb,native,2020,70,NA,NA,NA,NA,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,cultivated,,,,0.2358
CBG-21612,both,,1,seed,seed,Gilia latiflora ssp. davyi,,GILLATD,GILAD,Polemoniaceae,forb,native,2004,0,NA,NA,0.181078031,900,34.6238,-117.82661,803,,21612,CBG,wild,,,,0.0646
MCL-EE-29,morph,,1,seed,seed,Gilia tricolor,,GILTRI,GITR2,Polemoniaceae,forb,native,2016,NA,NA,NA,0.0722,NA,38.87149122,-122.4275575,657,location estimate,,MCL-EE,wild,,,check notes on bag for location estimate,0.5647
SS-22,chem,,1,seed,seed,Gilia tricolor,,GILTRI,GITR2,Polemoniaceae,forb,native,2020,97,NA,NA,NA,NA,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,cultivated,x,,,0.2358
GRIN-PI-641928,both,,1,seed,seed,Gossypium hirsutum,,GOSHIR,GOHI,Malvaceae,forb,invasive,2005,NA,NA,NA,4.07,50,NA,NA,NA,,PI 641928,GRIN,cultivated,,,,NA
GRIN-PI-641929,morph,,1,seed,seed,Gossypium hirsutum,,GOSHIR,GOHI,Malvaceae,forb,invasive,2005,NA,NA,NA,4.49,50,NA,NA,NA,,PI 641929,GRIN,cultivated,,,,NA
GRIN-PI-641930,morph,,1,seed,seed,Gossypium hirsutum,,GOSHIR,GOHI,Malvaceae,forb,invasive,2005,NA,NA,NA,3.9,50,NA,NA,NA,,PI 641930,GRIN,cultivated,,,,NA
GRIN-W6-32543,,,,,,Hedeoma nana,,HEDNAN,HENA,Lamiaceae,forb,native,2007,NA,NA,0.2164,0.02164,100,34.17545,-112.16562,NA,,W6 32543,GRIN,wild,,,collected before 2007 APPARENTLY THIS ISN'T ANNUAL,0.1644
GRIN-W6-35197,,,,,,Hedeoma nana ssp. macrocalyx,,HEDNANM,HENAM,Lamiaceae,forb,native,2009,NA,NA,NA,NA,100,33.96139,-111.85056,NA,,W6 35197,GRIN,wild,,,APPARENTLY THIS ISNT ANNUAL,0.2053
SS-23,both,,1,achene,achene,Helianthus annuus,,HELANN,HEAN3,Asteraceae,forb,native,2018,52,NA,NA,1.62,NA,NA,NA,NA,"collected from various locations in Riverside, San Diego, and Orange Counties",,SS,wild,,,,NA
GRIN-Ames-32934,,,,,,Helianthus deserticola,,HELDES,HEAN4,Asteraceae,forb,native,2015,NA,NA,NA,0.25,100,36.94794198,-111.597214,1312,,Ames 32934,GRIN,wild,,,,0.0884
GRIN-Ames-32935,both,,1,achene,achene,Helianthus deserticola,,HELDES,HEAN4,Asteraceae,forb,native,2015,76,64,NA,0.29,100,36.89530296,-111.394378,1309,,Ames 32935,GRIN,wild,,,,0.0787
GRIN-PI-650016,both,,1,achene + pappus,achene + pappus,Helianthus niveus,,HELNIV,HENI3,Asteraceae,forb,native,2005,78,38,2.9,0.56,200,32.3825,-114.4272222,122,,PI 650016,GRIN,wild,,,,0.0342
GRIN-PI-649905,both,,1,achene,achene,Helianthus niveus ssp. canescens,,HELNIVC,HENIC,Asteraceae,forb,native,2005,92,60,1.4168,0.21,100,32.10138889,-113.4511111,213,,PI 649905,GRIN,wild,,,,0.0495
GRIN-PI-664655,,,,,,Helianthus niveus ssp. canescens,,HELNIVC,HENIC,Asteraceae,forb,native,2005,97,61,1.4168,0.22,100,32.1325,-113.5677778,244,,PI 664655,GRIN,wild,,,,0.0492
GRIN-PI-664656,,,,,,Helianthus niveus ssp. canescens,,HELNIVC,HENIC,Asteraceae,forb,native,2005,89,73,1.4168,0.21,100,32.1275,-113.5552778,238,,PI 664656,GRIN,wild,,,,0.0487
GRIN-Ames-32936,,,,,,Helianthus petiolaris ssp. fallax,,HELPETF,HEPEF,Asteraceae,forb,native,2015,57,57,2.1,0.12,50,36.61690903,-110.979416,1842,,Ames 32936,GRIN,wild,,,,0.1164
GRIN-PI-695660,both,,1,achene,achene,Helianthus petiolaris ssp. fallax,,HELPETF,HEPEF,Asteraceae,forb,native,2015,100,87,2.3,0.23,100,34.917,-111.9098,1445,,PI 695660,GRIN,wild,,,,0.2399
GRIN-PI-695664,,,,,,Helianthus petiolaris ssp. fallax,,HELPETF,HEPEF,Asteraceae,forb,native,2015,89,33,1.7,0.17,100,NA,NA,NA,,PI 695664,GRIN,wild,,,accidentaly spillage! might be under 100,NA
GRIN-W6-35203,both,,1,achene,achene,Heliomeris longifolia var. annua,,HELLONA,HELOA2,Asteraceae,forb,native,2007,47,NA,0.5268,0.10536,200,34.205,-112.10889,1070,,W6 35203,GRIN,wild,,,,0.1818
MCL-EE-30,,,,,,Hemizonia congesta,,HEMCON,HECO7,Asteraceae,forb,native,NA,NA,NA,NA,NA,NA,38.8605,-122.41157,NA,,,MCL-EE,wild,,,have enough of another acc,0.5445
MCL-ML-15,both,,1,achene,achene,Hemizonia congesta,,HEMCON,HECO7,Asteraceae,forb,native,2017,NA,NA,NA,0.34,NA,38.87122784,-122.4273322,664,Location estimate,,MCL-ML,wild,,x,,0.5647
CP-15,both,,1,seed,seed,Herniaria hirsuta,,HERHIR,HEHI7,Brassicaceae,forb,invasive,2019,NA,NA,NA,0.0033,38,35.05878732,-119.6799643,NA,,,CP,wild,,,,0.2077
CBG-23109,both,,1,achene,achene,Hesperocnide tenella,,HESTEN,HETE5,Urticaceae,forb,native,2010,92.3,NA,NA,0.237998097,1700,39.34613,-121.51446,42,,23109,CBG,wild,,,,0.3503
CBG-20351,both,y,1,achene + pappus,achene,Heterotheca sessiliflora,,HETSES,HESE,Asteraceae,forb,native,1999,66,NA,NA,0.395984148,600,34.21967,-117.70925,1341,,20351,CBG,wild,,,,0.2765
MCL-EE-31,,,,,,Holocarpha virgata,,HOLVIR,HOVI,Asteraceae,forb,native,2016,NA,NA,NA,NA,NA,38.85951,-122.4111,NA,,,MCL-EE,wild,,,have enough of another acc,0.5445
MCL-ML-3a,both,,1,achene,achene,Holocarpha virgata,,HOLVIR,HOVI,Asteraceae,forb,native,2014,NA,NA,NA,0.4255,200,38.86101141,-122.4105245,635,location approximate,,MCL-ML,wild,,x,morph 1,0.5445
MCL-ML-3b,both,,1,achene,achene,Holocarpha virgata,,HOLVIR,HOVI,Asteraceae,forb,native,2014,NA,NA,NA,0.22945,130,38.86101141,-122.4105245,635,location approximate,,MCL-ML,wild,,x,morph 2,0.5445
SS-24,both,y,1,floret,caryopsis,Hordeum intercedens,,HORINT,HOIN2,Poaceae,grass,native,2020,93,NA,NA,0.69,NA,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,cultivated,,,,0.2358
SAC-04,both,y,1,floret,caryopsis,Hordeum murinum,,HORMUR,HOMU,Poaceae,grass,invasive,2021,NA,NA,NA,1.48,NA,38.56483847,-121.4745267,8,R&27th,,SAC,wild,,,,0.2554
MCL-EE-67,,,1,achene + pappus,achene,Hypochaeris glabra,,HYPGLA,HYGL2,Asteraceae,forb,invasive,2019,NA,NA,NA,NA,NA,38.87216,-122.42711,NA,,,MCL-EE,wild,,,,0.5647
MCL-ML-26a,both,y,1,achene + pappus,achene,Hypochaeris glabra,,HYPGLA,HYGL2,Asteraceae,forb,invasive,2015,NA,NA,NA,0.22,NA,38.87216,-122.42711,656,location approximate,,MCL-ML,wild,,,long morph,0.5647
MCL-ML-26b,both,y,1,achene + pappus,achene,Hypochaeris glabra,,HYPGLA,HYGL2,Asteraceae,forb,invasive,2015,NA,NA,NA,0.2,NA,38.87216,-122.42711,656,location approximate,,MCL-ML,wild,,,short morph,0.5647
MCL-EE-33,,,,achene + pappus,,Lactuca serriola,,LACSER,LASE,Asteraceae,forb,invasive,2019,NA,NA,NA,NA,NA,NA,NA,NA,,,MCL-EE,wild,,,"not enough; only 217 seeds, elise needs 200 separated by MF; cabinet",NA
CBG-22531,both,,1,achene,achene,Laennecia coulteri,,LAECOU,LACO13,Asteraceae,forb,native,1998,89.8,NA,NA,0.176077343,5750,34.10185,-118.70711,176,,22531,CBG,wild,,,,0.199
MCL-EE-68,,,1,achene,achene,Lagophylla minor,,LAGMIN,LAMI,Asteraceae,forb,native,NA,NA,NA,NA,NA,NA,38.8724,-122.42754,NA,,,MCL-EE,wild,,,,0.5647
MCL-ML-29,both,,1,achene,achene,Lagophylla minor,,LAGMIN,LAMI,Asteraceae,forb,native,2021,NA,NA,NA,0.2984,NA,38.86090722,-122.4137252,649,,,MCL-ML,wild,,,,0.5445
CBG-20066,both,,1,seed,seed,Langloisia setosissima ssp. punctata,,LANSETP,LASEP,Polemoniaceae,forb,native,1998,20,NA,NA,0.165156951,600,35.59568,-115.55985,1474,,20066,CBG,wild,,,,0.0813
CBG-19314,,,1,achene + pappus,achene + pappus,Lasthenia californica,,LASCAL,LACA7,Asteraceae,forb,native,1996,44,NA,NA,0.065,650,32.84944,-118.39416,287,,19314,CBG,wild,,,,0.1566
CP-4,both,,1,achene + pappus,achene + pappus,Lasthenia californica,,LASCAL,LACA7,Asteraceae,forb,native,2020,NA,NA,NA,0.0635,NA,35.05878732,-119.6799643,NA,,,CP,wild,,,,0.2077
GRIN-W6-35185,,,1,achene + pappus,achene + pappus,Lasthenia californica,,LASCAL,LACA7,Asteraceae,forb,native,2007,NA,NA,0.0804,0.00804,100,33.95806,-111.83667,1092,,W6 35185,GRIN,wild,,,,0.2089
MCL-EE-34,,,1,achene + pappus,achene + pappus,Lasthenia californica,,LASCAL,LACA7,Asteraceae,forb,native,2016,NA,NA,NA,NA,NA,NA,NA,NA,,,MCL-EE,wild,,,have another acc,NA
SS-25,,,1,achene + pappus,achene + pappus,Lasthenia californica,,LASCAL,LACA7,Asteraceae,forb,native,2018,83,NA,NA,0.29,NA,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,cultivated,,,terrible viability,0.2358
UCD-1,both,,1,achene + pappus,achene + pappus,Lasthenia californica,,LASCAL,LACA7,Asteraceae,forb,native,2017,NA,NA,NA,0.32,NA,NA,NA,NA,UC Davis Orchard Park,,UCD,cultivated,,,maternal seed collected at McLaughlin,NA
CBG-21066,both,,1,achene + pappus,achene + pappus,Lasthenia coronaria,,LASCOR,LACO7,Asteraceae,forb,native,2003,54.5,NA,NA,0.135001027,1500,33.86263,-117.00988,585,,21066,CBG,wild,,,,0.1362
CP-16,both,,1,achene,achene,Lasthenia minor,,LASMIN,LAMI5,Asteraceae,forb,native,2020,NA,NA,NA,0.01,90,35.11418765,-119.7015289,NA,,,CP,wild,,,"90 without pappus, ~110 with pappus ",0.189
CBG-21072,both,y,1,achene + pappus,achene,Layia glandulosa,,LAYGLA,LAGL5,Asteraceae,forb,native,2003,42,NA,NA,0.564459228,600,34.43333,-117.58666,1250,,21072,CBG,wild,,,,0.1846
CBG-20482,,,,,,Layia platyglossa,,LAYPLA,LAPL,Asteraceae,forb,native,2000,64,NA,NA,0.097049715,193,33.74521,-117.034,459,,20482,CBG,wild,,,,0.1384
CBG-21171,morph,,1,achene + pappus,,Layia platyglossa,,LAYPLA,LAPL,Asteraceae,forb,native,2003,95,NA,NA,0.098390433,155,32.89794,-118.4863,366,,21171,CBG,wild,,,,0.1894
SS-26,chem,,1,,achene + pappus,Layia platyglossa,,LAYPLA,LAPL,Asteraceae,forb,native,2020,94,NA,NA,0.3674,NA,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,cultivated,,,,0.2358
CP-5,both,,1,seed,seed,Lepidium dictyotum,,LEPDIC,LEDI2,Brassicaceae,forb,native,2020,NA,NA,NA,0.1558,NA,35.1137529,-119.7171164,NA,,,CP,wild,,,,0.1917
DW-12,,,,,,Lepidium lasiocarpum,,LEPLAS,LELA,Brassicaceae,forb,native,2015,NA,NA,NA,NA,NA,33.260234,-116.348109,NA,,,DW,wild,,,dont use this one,0.0572
SD-12,both,y,2,silicle,seed,Lepidium lasiocarpum,,LEPLAS,LELA,Brassicaceae,forb,native,2015,NA,NA,NA,0.2146,NA,32.22343277,-111.0102093,725,collection location estimate (tumamoc hill),,SD,wild,,,,0.1157
CP-6,both,,1,seed,seed,Lepidium nitidum,,LEPNIT,LENI,Brassicaceae,forb,native,2020,NA,NA,NA,7.9,NA,35.08131172,-119.6595978,NA,,,CP,wild,,,,0.1874
MCL-EE-35,,,,,,Lepidium nitidum,,LEPNIT,LENI,Brassicaceae,forb,native,2018,NA,NA,NA,NA,NA,NA,NA,NA,,,MCL-EE,wild,,,have another acc,NA
MCL-ML-21,morph,,1,seed,seed,Lepidium nitidum,,LEPNIT,LENI,Brassicaceae,forb,native,2021,NA,NA,NA,0.0558,61,38.87150375,-122.4277193,718,bottom of hill S water,,MCL-ML,wild,,,only need 200,0.5647
SS-27,both,,1,seed,seed,Lepidium nitidum,,LEPNIT,LENI,Brassicaceae,forb,native,2017,78,NA,NA,5.75,NA,NA,NA,NA,"collected from various locations in Riverside, San Diego, and Orange Counties",,SS,wild,x,x,,NA
MCL-EE-36,,,,,,Leptosiphon bicolor,Linanthus bicolor,LEPBIC,LEBI8,Polemoniaceae,forb,native,2019,NA,NA,NA,NA,NA,38.87274024,-122.4271505,667,,,MCL-EE,wild,,,only one maternal family (and two seeds?),0.5647
CBG-23198,both,,1,seed,seed,Leptosiphon montanus,,LEPMON,LEMO19,Polemoniaceae,forb,native,2010,100,NA,NA,0.454828121,355,36.45062,-118.8674,402,,23198,CBG,wild,,,,0.1883
CBG-21659,both,,1,achene + pappus,achene + pappus,Leptosyne bigelovii,,LEPBIG,COBI,Asteraceae,forb,native,2005,NA,NA,NA,0.959352742,600,34.46286,-117.81985,1158,,21659,CBG,wild,,,,0.164
SD-13,both,,1,seed,seed,Lesquerella gordonii,,LESGOR,LEGO,Brassicaceae,forb,native,2015,NA,NA,NA,0.83,NA,32.22343277,-111.0102093,725,collection location estimate (tumamoc hill),,SD,wild,,,,0.1157
CBG-21670,both,,1,seed,seed,Linanthus bigelovii,,LINBIG,LIBI2,Polemoniaceae,forb,native,2005,91.7,NA,NA,0.195211653,1350,34.41231,-117.77356,1590,,21670,CBG,wild,,,,0.3429
CBG-19965,both,,1,seed,seed,Linanthus dichotomus,,LINDIC,LIDI2,Polemoniaceae,forb,native,1998,95,NA,NA,0.184221549,3100,33.60372,-115.92266,240,,19965,CBG,wild,,,,0.0325
MCL-EE-37,,,,,,Linanthus dichotomus,,LINDIC,LIDI2,Polemoniaceae,forb,native,2018,NA,NA,NA,NA,NA,NA,NA,NA,,,MCL-EE,wild,,,,NA
MCL-ML-36,,,,,,Linanthus dichotomus,,LINDIC,LIDI2,Polemoniaceae,forb,native,2021,NA,NA,NA,0.0269,NA,38.87063921,-122.4276034,NA,,,MCL-ML,wild,,,,0.5647
CBG-19951,both,,1,seed,seed,Loeseliastrum matthewsii,,LOEMAT,LOMA10,Polemoniaceae,forb,native,1998,0,NA,NA,0.236886116,600,33.65655,-115.80227,457,,19951,CBG,wild,,,,0.0374
MCL-EE-38,,,,,,Logfia filaginoides,Filago californica,LOGFIL,LOCA19,Asteraceae,forb,native,2019,NA,NA,NA,NA,NA,38.86983,-122.42793,671,,,MCL-EE,wild,,,have another acc,0.5647
MCL-ML-32,both,,1,achene,achene,Logfia filaginoides,Filago californica,LOGFIL,LOCA19,Asteraceae,forb,native,2021,NA,NA,NA,0.0424,NA,38.87207989,-122.4270872,654,,,MCL-ML,wild,,,"mixed morphs, not enough for phosphorus",0.5647
SFREC-16,both,,1,achene,achene,Logfia gallica,Filago gallica,LOGGAL,LOGA2,Asteraceae,forb,invasive,2021,NA,NA,NA,0.0441,NA,39.25693242,-121.3115828,287,,,SFREC,wild,,,"only clean enough for c:n - 0.01 grams is fine, might be able to clean 2nd morph, otherwise this only contains one of the morphs",0.4843
CBG-21064,both,,1,seed,seed,Lupinus bicolor,,LUPBIC,LUBI,Fabaceae,forb,native,2003,48,NA,NA,2.597863446,600,33.78216,-116.93819,506,,21064,CBG,wild,,,,0.1294
SS-29,,,,,,Lupinus bicolor,,LUPBIC,LUBI,Fabaceae,forb,native,2018,85,NA,NA,NA,NA,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,cultivated,,,,0.2358
CBG-21010,,,,,,Lupinus hirsutissimus,,LUPHIR,LUHI3,Fabaceae,forb,native,2003,0,NA,NA,1.283382178,51,32.89794,-118.48631,460,,21010,CBG,wild,,,,0.1894
CBG-21081,,,,,,Lupinus hirsutissimus,,LUPHIR,LUHI3,Fabaceae,forb,native,2003,33.3,NA,NA,2.5331,82,33.78216,-116.93819,506,,21081,CBG,wild,,,,0.1294
CBG-21105,,,,,,Lupinus hirsutissimus,,LUPHIR,LUHI3,Fabaceae,forb,native,2003,0,NA,NA,2.31731291,92,32.89794,-118.48631,380,,21105,CBG,wild,,,,0.1894
CBG-21395,both,,1,seed,seed,Lupinus hirsutissimus,,LUPHIR,LUHI3,Fabaceae,forb,native,2004,16,NA,NA,4.319499479,192,34.2038,-117.67747,974,,21395,CBG,wild,,,,0.2309
GRIN-W6-40813,both,,1,seed,seed,Lupinus kingii,,LUPKIN,LUKI,Fabaceae,forb,native,2011,84,NA,8.038,1.6076,200,35.14808333,-111.7383333,2247,,W6 40813,GRIN,wild,,,NOT collected in an aridland; collected before 2011,0.3202
MCL-EE-39,,,,,,Lupinus microcarpus,,LUPMIC,LUSUS,Fabaceae,forb,native,2016,NA,NA,NA,NA,NA,NA,NA,NA,,,MCL-EE,wild,,,have anohter acc,NA
MCL-ML-6,both,,1,seed,seed,Lupinus microcarpus,,LUPMIC,LUSUS,Fabaceae,forb,native,2015,NA,NA,NA,5.04,NA,38.87116748,-122.4201456,652,location approximate,,MCL-ML,wild,,,,0.5511
SS-30,,,,,,Lupinus microcarpus,,LUPMIC,LUSUS,Fabaceae,forb,native,2019,74,NA,NA,NA,NA,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,cultivated,,,,0.2358
CBG-23119,both,,1,seed,seed,Lupinus microcarpus var. horizontalis,,LUPMICH,LUHOH,Fabaceae,forb,native,2010,100,NA,NA,7.754623804,241,33.7476,-116.90593,528,,23119,CBG,wild,,,,0.131
CBG-22336,,,,,,Lupinus microcarpus var. microcarpus,,LUPMICM,LUSUS,Fabaceae,forb,native,1996,6,NA,NA,1.655028037,64,34.32337,-118.71027,419,,22336,CBG,wild,,,,0.2062
CBG-22559,,,,,,Lupinus microcarpus var. microcarpus,,LUPMICM,LUSUS,Fabaceae,forb,native,1997,48,NA,NA,2.323623888,79,34.10134,-118.69577,212,,22559,CBG,wild,,,,0.2016
CBG-22561,,,,,,Lupinus microcarpus var. microcarpus,,LUPMICM,LUSUS,Fabaceae,forb,native,2000,100,NA,NA,1.366278481,48,34.10134,-118.69577,212,,22561,CBG,wild,,,,0.2016
CBG-22614,both,,1,seed,seed,Lupinus microcarpus var. microcarpus,,LUPMICM,LUSUS,Fabaceae,forb,native,1999,96.7,NA,NA,3.685,113,34.10134,-118.69577,212,,22614,CBG,wild,,,,0.2016
SS-31,,,,,,Lupinus microcarpus var. microcarpus,,LUPMICM,LUSUS,Fabaceae,forb,native,2017,53,NA,NA,6.87,NA,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,cultivated,,,avoid wrinkled seeds,0.2358
CBG-21060,,,,,,Lupinus sparsiflorus,,LUPSPA,LUSP2,Fabaceae,forb,native,2003,20,NA,NA,0.861806301,172,33.78216,-116.93819,506,,21060,CBG,wild,,,,0.1294
CBG-21651,morph,,1,seed,seed,Lupinus sparsiflorus,,LUPSPA,LUSP2,Fabaceae,forb,native,2005,18,NA,NA,1.362097662,219,34.45204,-117.9012,1248,,21651,CBG,wild,,,,0.1781
SS-32,chem,,1,seed,seed,Lupinus sparsiflorus,,LUPSPA,LUSP2,Fabaceae,forb,native,2020,72,NA,NA,NA,NA,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,cultivated,,,,0.2358
CBG-22376,both,,1,seed,seed,Lupinus succulentus,,LUPSUC,LUSU3,Fabaceae,forb,native,1997,4,NA,NA,3.911926786,600,34.31759,-118.72117,467,,22376,CBG,wild,,,,0.2085
SS-33,,,,,,Lupinus succulentus,,LUPSUC,LUSU3,Fabaceae,forb,native,2019,66,NA,NA,NA,NA,34.31451204,-118.9662452,250,Rancho de los flores; cultivation site,,SS,cultivated,,,,0.2358
GRIN-W6-30954,,,,,,Machaeranthera tagetina,,MACTAG,MATA,Asteraceae,forb,native,2005,61,NA,0.8608,0.08608,100,34.43389,-112.6875,1244,,W6 30954,GRIN,wild,,,,0.1803
GRIN-W6-42278,chem,,1,achene,achene,Machaeranthera tagetina,,MACTAG,MATA,Asteraceae,forb,native,2011,94,NA,0.8608,0.08608,100,32.5938,-110.72925,1387,,W6 42278,GRIN,wild,,,"collected before 2011, pappus not intact",0.2313
GRIN-W6-42279,morph,,1,achene + pappus,,Machaeranthera tagetina,,MACTAG,MATA,Asteraceae,forb,native,2011,90,NA,0.8608,0.08608,100,32.51528,-110.68028,1351,,W6 42279,GRIN,wild,,,"collected before 2011, pappus intact",0.2286
CBG-19120,,,,,,Madia elegans,,MADELE,MAEL,Asteraceae,forb,native,1996,NA,NA,NA,0.119211073,87,34.71277,-118.63055,1650,,19120,CBG,wild,,,,0.2162
CBG-22365,morph,,1,achene,achene,Madia elegans,,MADELE,MAEL,Asteraceae,forb,native,1996,72,NA,NA,0.210100671,105,34.0945,-118.64867,388,,22365,CBG,wild,,,,0.2261
CBG-22387,,,,,,Madia elegans,,MADELE,MAEL,Asteraceae,forb,native,1998,80,NA,NA,0.012640449,9,34.12724,-118.85687,314,,22387,CBG,wild,,,,0.2197
HED-2,chem,,1,achene,achene,Madia elegans,,MADELE,MAEL,Asteraceae,forb,native,2021,10,39,NA,0.1635,34,NA,NA,NA,,,HED,cultivated,x,,,NA
SFREC-17a,both,y,1,achene + flower case,achene,Madia gracilis,,MADGRA,MAGR3,Asteraceae,forb,native,2021,NA,NA,NA,0.42,NA,39.25693242,-121.3115828,287,,,SFREC,wild,,,,0.4843
SFREC-17b,both,,1,achene,achene,Madia gracilis,,MADGRA,MAGR4,Asteraceae,forb,native,2021,NA,NA,NA,0.43,NA,39.25693242,-121.3115828,287,,,SFREC,wild,,,,0.4843
CP-17,both,y,1,achene + pappus,achene,Malacothrix coulteri,,MALCOU,MACO3,Asteraceae,forb,native,2020,NA,NA,NA,0.1842,NA,35.1137529,-119.7171164,NA,,,CP,wild,,,,0.1917
GRIN-W6-42280,chem,,1,achene,achene,Malacothrix fendleri,,MALFEN,MAFE,Asteraceae,forb,native,2011,89,NA,NA,0.0824,200,31.77613,-110.55003,1443,,W6 42280,GRIN,wild,,,collected before 2011,0.19605
GRIN-W6-42281,both,,1,achene,achene,Malacothrix fendleri,,MALFEN,MAFE,Asteraceae,forb,native,2011,91,NA,NA,0.0871,200,31.71567,-110.58987,1419,,W6 42281,GRIN,wild,,,collected before 2011,0.1934
CBG-23454,morph,,1,achene + pappus,achene + pappus,Malacothrix glabrata,,MALGLA,MAGL3,Asteraceae,forb,native,2011,0,NA,NA,0.144001767,600,35.43507,-117.56618,1071,,23454,CBG,wild,,,,0.057
SS-34,chem,,1,achene + pappus,achene + pappus,Malacothrix glabrata,,MALGLA,MAGL3,Asteraceae,forb,native,2019,34,NA,NA,0.2027,NA,NA,NA,NA,"collected from various locations in Riverside, San Diego, and Orange Counties",,SS,wild,,,,NA
DW-13,both,y,1,mericarp,seed,Malva parviflora,,MALPAR,MAPA5,Malvaceae,forb,invasive,2015,NA,NA,NA,0.72,NA,33.260401,-116.348148,168,,,DW,wild,,,,0.0572
SD-14,both,,1,seed,seed,Matthiola parviflora,,MATPAR,,Brassicaceae,forb,invasive,2015,NA,NA,NA,0.26,NA,32.22343277,-111.0102093,725,collection location estimate (tumamoc hill),,SD,wild,,,,0.1157
MCL-EE-40,both,y,,,,Medicago polymorpha,,MEDPOL,MEPO3,Fabaceae,forb,invasive,2019,NA,NA,NA,NA,NA,38.86556193,-122.402132,679,,,MCL-EE,wild,,,do i need this?,0.5527
MCL-ML-22,both,y,many,legume,seed,Medicago polymorpha,,MEDPOL,MEPO3,Fabaceae,forb,invasive,2021,NA,NA,NA,NA,NA,38.87234312,-122.4269182,657,location estimate,,MCL-ML,wild,,,"53 dispersules, may be more than one seed per dispersule",0.5647
MCL-ML-43,both,y,many,legume,seed,Medicago polymorpha,,MEDPOL,MEPO3,Fabaceae,forb,invasive,2022,NA,NA,NA,NA,NA,38.839138,-122.344017,NA,,,MCL-ML,wild,,,,0.4884
GRIN-PI-597643,,,1,seed,seed,Medicago sativa ssp. sativa,,MEDSATS,MESAS,Fabaceae,forb,invasive,1997,100,NA,1.6372,0.16372,100,NA,NA,NA,,PI 597643,GRIN,cultivated,,,collected before 1997; cannot order more; actually perennial? ,NA
GRIN-PI-597644,,,,,,Medicago sativa ssp. sativa,,MEDSATS,MESAS,Fabaceae,forb,invasive,1997,NA,NA,1.6372,0.16372,100,NA,NA,NA,,PI 597644,GRIN,cultivated,,,collected before 1997; cannot order more,NA
MD-7,both,,1,seed,seed,Melilotus indicus,,MELIND,MEIN2,Fabaceae,forb,invasive,2021,NA,NA,NA,0.527,NA,33.86799227,-116.5531477,205,palm springs tram view road,,MD,wild,,,,0.0605
CBG-19203,,,,,,Mentzelia albicaulis,,MENALB,MEAL6,Loasaceae,forb,native,1996,NA,NA,NA,0.743995009,600,34.22345,-117.73761,1198,,19203,CBG,wild,,,,0.2689
DW-14,both,,1,seed,seed,Mentzelia albicaulis,,MENALB,MEAL6,Loasaceae,forb,native,2015,NA,NA,NA,0.0366,107,33.300718,-116.335128,191,,,DW,wild,,,,0.0583
CBG-19941,,,,,,Mentzelia involucrata,,MENINV,MEIN5,Loasaceae,forb,native,1998,NA,NA,NA,0.9953,425.3,33.96911,-116.65219,549,,19941,CBG,wild,,,,0.0869
DW-15,both,,1,seed,seed,Mentzelia involucrata,,MENINV,MEIN5,Loasaceae,forb,native,2015,NA,NA,NA,0.46,NA,33.240023,-116.390608,292,,,DW,wild,,,,0.0652
CBG-24806,both,,1,seed,seed,Mentzelia micrantha,,MENMIC,MEMI3,Loasaceae,forb,native,2017,28,NA,NA,0.428998482,600,34.27361,-117.46689,846,,24806,CBG,wild,,,,0.1473
CBG-21968,chem,,1,seed,seed,Micropus californicus,,MICCAL,MICA,Asteraceae,forb,native,1998,89.1,NA,NA,0.0082,410,34.10189,-118.70531,186,,21968,CBG,wild,,,,0.199
MCL-EE-69,,,2,achene + pappus,achene + pappus,Micropus californicus,,MICCAL,MICA,Asteraceae,forb,native,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,MCL-EE,wild,,,,NA
SFREC-10,both,,1,achene + pappus,achene + pappus,Micropus californicus,,MICCAL,MICA,Asteraceae,forb,native,2021,NA,NA,NA,0.2,NA,39.242472,-121.311037,151,,,SFREC,wild,x,,,0.4725
CP-7,both,y,1,achene + pappus,achene,Microseris douglasii,,MICDOU,MIDO,Asteraceae,forb,native,NA,NA,NA,NA,0.1795,NA,35.12594684,-119.7441782,NA,,,CP,wild,,,,0.1893
